,outDegree,indegreeAveGene,indegreeVarGene,indispenAveGene,indispenVarGene,numTissueAve,numTissueVar,closeAveGene,closeVarGene,degreeAveGene,degreeVarGene,pgrkAveGene,pgrkVarGene,egAveGene,egVarGene,SG1_outDegree,SG1_indegreeAveGene,SG1_indegreeVarGene,SG8_outDegree,SG8_indegreeAveGene,SG8_indegreeVarGene,SG19_outDegree,SG19_indegreeAveGene,SG19_indegreeVarGene,SG29_outDegree,SG29_indegreeAveGene,SG29_indegreeVarGene,SG32_outDegree,SG32_indegreeAveGene,SG32_indegreeVarGene,SG36_outDegree,SG36_indegreeAveGene,SG36_indegreeVarGene,SG37_outDegree,SG37_indegreeAveGene,SG37_indegreeVarGene,SG38_outDegree,SG38_indegreeAveGene,SG38_indegreeVarGene,SG47_outDegree,SG47_indegreeAveGene,SG47_indegreeVarGene,SG50_outDegree,SG50_indegreeAveGene,SG50_indegreeVarGene,SG53_outDegree,SG53_indegreeAveGene,SG53_indegreeVarGene,SG57_outDegree,SG57_indegreeAveGene,SG57_indegreeVarGene,SG65_outDegree,SG65_indegreeAveGene,SG65_indegreeVarGene,SG68_outDegree,SG68_indegreeAveGene,SG68_indegreeVarGene,SG72_outDegree,SG72_indegreeAveGene,SG72_indegreeVarGene,conservation,numTissue,delState
chr17-67346200-67347400,2,42.5,2.25,0.5347989893685743,0.2162015113017509,1.0,0.0,0.030345953703546,0.0009108347726223,0.0002356738575474,4.354505903092041e-09,3.433406204919548e-05,4.9492554192995315e-11,1.4164289157813003e-09,2.0062708734613904e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304117,1,Deleted
chr2-188983400-188984800,1,58.0,0.0,0.8009051869593441,0.0,1.0,0.0,0.0002187053398039,0.0,0.0002224761215247,0.0,7.506398191236824e-05,0.0,4.212856935130637e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133766,1,Deleted
chr13-50476600-50477000,1,43.0,0.0,0.0922139889555236,0.0004909490832408,1.0,0.0,0.0001621436139926,0.0,0.0001621436139926,0.0,2.3744643973617075e-05,0.0,3.1237720483303203e-37,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042725,0,Deleted
chr6-132116400-132117200,4,51.25,22.1875,0.5342688591946653,0.146431821124091,1.0,0.0,0.0007797410483632,6.209441523176732e-07,0.0002385019438379,2.7326746228587794e-09,2.9197974574658264e-05,1.7079480276737975e-10,1.7553600223528813e-27,9.243866286054766e-54,0.0,0.0,0.0,4.0,39.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101931,0,Deleted
chr1-69997800-69998000,1,39.0,0.0,0.8720069423835771,0.0,1.0,0.0,0.018447197618278,0.0,0.0001659143957133,0.0,7.261690434116779e-05,0.0,2.635931131979804e-17,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008105,0,Deleted
chr6-32457400-32457600,3,62.66666666666666,14.888888888888893,0.6004353838516793,0.1011378347635464,1.0,0.0,0.0073280014322852,6.752015543011766e-05,0.0002551562297713,4.2024437921904085e-10,1.9230073133905623e-05,6.712084155070933e-12,3.1178014577715783e-18,1.944135582386997e-35,0.0,0.0,0.0,3.0,19.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00953,0,Deleted
chr22-22960800-22962600,3,70.0,6.0,0.6989028824304521,0.1708905014759298,1.0,0.0,0.0912745537049652,0.0049107441331805,0.0003707935358745,6.9608899805981064e-09,0.0003666867105659,2.0839444631140138e-07,0.0275232482240847,0.0015150293158783,0.0,0.0,0.0,3.0,35.333333333333336,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800567,0,Deleted
chr11-82838400-82838800,3,39.66666666666666,2.888888888888889,0.513119130097509,0.0970588719899608,1.0,0.0,0.0251353461649196,0.0008042199603106,0.0001596297595121,1.5482687655438376e-10,2.0600881722288785e-05,1.5512911478228652e-11,5.010530811701531e-09,5.021083802939294e-17,0.0,0.0,0.0,3.0,21.66666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540075,0,Deleted
chr10-94860200-94861400,2,36.0,1.0,0.4047800129152525,0.0152980645716632,1.0,0.0,0.0001357481419473,1.4218794785606672e-11,0.000139518923668,1.4218794785606672e-11,2.7766003275518987e-05,5.453058526356121e-12,2.6155324344901683e-37,5.27158173625228e-77,2.0,15.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272219,1,Deleted
chr5-5108000-5109000,1,52.0,0.0,0.186820467464442,0.0,1.0,0.0,0.0001960806494794,0.0,0.0001960806494794,0.0,6.614784590362647e-05,0.0,3.77722298041051e-37,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104319,0,Deleted
chr19-17142800-17143600,7,36.285714285714285,16.48979591836735,0.8112248322608822,0.0376300510504046,1.8571428571428568,0.1224489795918367,0.0511907471114319,0.0024919272772692,0.0001659143957133,3.095634750466365e-09,3.1384084405325e-05,1.3982690064353364e-09,0.0002579040404231,3.804719184627885e-07,0.0,0.0,0.0,6.0,22.16666666666667,69.47222222222223,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.571428571428573,20.816326530612248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155661,1,Deleted
chr19-6635600-6636200,4,46.5,34.75,0.4859516813215768,0.1320442728695043,1.0,0.0,0.0425110014656889,0.0018143273380685,0.0001904244768983,7.713696171191615e-10,1.932567456831176e-05,1.039912824367832e-10,1.009711621300279e-06,2.594689412285928e-12,0.0,0.0,0.0,4.0,29.25,22.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375433,0,Deleted
chr7-133796800-133797000,1,30.0,0.0,0.1096510313458119,0.0,2.0,0.0,0.0001131234516227,0.0,0.0001131234516227,0.0,3.525980330191386e-05,0.0,2.1798984797700616e-37,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483635,1,Deleted
chr12-6242800-6243000,1,42.0,0.0,0.8671844380542791,0.0,1.0,0.0,0.0706358980710335,0.0,0.0002036222129209,0.0,6.01759349109511e-05,0.0,2.2422272273101304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016649999999999,1,Deleted
chr2-89151600-89153800,2,44.0,1.0,0.8378336693279045,0.0244372837839864,1.0,0.0,0.0407114935007694,0.0016174449691025,0.0002262469032455,2.2750071656970678e-10,5.319421822525761e-05,4.3229951862673277e-10,3.433638975134867e-07,1.178987661156522e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114595,1,Deleted
chr17-15791400-15791800,2,28.5,42.25,0.21442450598889,0.0191204100333097,1.0,0.0,0.0609985558853641,0.0037107101634574,0.0001150088424831,6.007440796918814e-10,2.093473570432365e-05,1.184337942463985e-10,0.00030191812614,9.115455489193188e-08,0.0,0.0,0.0,2.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046025,1,Deleted
chr13-28695800-28697200,2,39.0,9.0,0.4725609254473139,0.1285726075684564,3.0,0.0,0.032778332383366,0.0010655383059581,0.0001621436139926,5.687517914242649e-11,2.692554606742462e-05,6.813855423555541e-11,1.046948098643386e-08,1.0961003212530012e-16,0.0,0.0,0.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5,2.25,0.0,0.0,0.0,0.0904907,2,Deleted
chr20-5013600-5015600,2,43.0,36.0,0.253552393291131,0.0,2.5,0.25,0.0001621436139926,5.118766122818395e-10,0.0001621436139926,5.118766122818395e-10,2.0825670875517084e-05,4.2198561006105953e-11,3.1237720483303178e-37,1.8977694250510198e-75,2.0,13.0,25.0,2.0,26.5,72.25,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090218,3,Deleted
chr12-9655400-9656000,1,19.0,0.0,0.0670355924310077,0.0,1.0,0.0,7.164485269441209e-05,0.0,7.164485269441209e-05,0.0,1.2949750734461846e-05,0.0,1.3812362294498771e-37,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125195,0,Deleted
chr2-89134000-89134400,2,44.0,1.0,0.8378336693279045,0.0244372837839864,1.0,0.0,0.0407114935007694,0.0016174449691025,0.0002262469032455,2.2750071656970678e-10,5.319421822525761e-05,4.3229951862673277e-10,3.433638975134867e-07,1.178987661156522e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041015,1,Deleted
chr22-36949400-36949600,3,33.0,10.666666666666666,0.7859762188042906,0.0313551590434026,1.0,0.0,0.0162144719007332,0.0001312551818454,0.0001508312688303,7.20418935804071e-10,1.5649170953263642e-05,2.4319464049262496e-11,2.385937032846917e-16,7.330790868021981e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02794,1,Deleted
chr17-1146800-1147200,2,42.5,42.25,0.3146715507207239,0.0456917578364617,1.0,0.0,0.0001602582231322,6.007440796918814e-10,0.0001621436139926,5.118766122818395e-10,1.9251314654044244e-05,5.257832434925209e-12,3.0874692187703087e-37,2.22724328356681e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038205,1,Deleted
chr17-2400200-2401000,5,31.4,15.039999999999996,0.8345542854595551,0.0125451144823944,1.0,0.0,0.0490981964338799,0.0017362463412642,0.0001410272363563,7.735024363370032e-11,4.045189953165001e-05,7.075884473381788e-10,2.495813046619747e-05,2.396553879088681e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.2,7.76,0.0,0.0,0.0,0.0690212,1,Deleted
chr9-71739400-71739800,1,49.0,0.0,0.923765679983373,0.0,1.0,0.0,0.1295881696014469,0.0,0.000263954720453,0.0,0.0002265542434464,0.0,0.0010827446685114,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195378,0,Deleted
chrX-8787600-8788000,1,36.0,0.0,0.6195693543920024,0.0124607206354981,2.0,0.0,0.0001357481419473,0.0,0.0001357481419473,0.0,2.708667862723389e-05,0.0,2.6155324344901666e-37,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059425,1,Deleted
chrX-154785800-154786000,2,15.0,9.0,0.5646438910850211,0.0989826426523309,1.0,0.0,0.0418399492785663,0.0017467969395569,5.8447116671757214e-05,1.7418023612368156e-10,1.3425690062674928e-05,5.0271737959347136e-11,5.589478635741572e-06,3.1242271419411466e-11,0.0,0.0,0.0,2.0,6.5,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373608,0,Deleted
chr8-28310800-28311200,2,33.5,0.25,0.7897251752342375,0.0242297354165953,1.0,0.0,0.0001263211876454,3.554698696401644e-12,0.0001300919693661,3.5546986964016947e-12,1.8244843751898296e-05,1.4900144423772669e-12,2.434018286690132e-37,1.3178954340630847e-77,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32016,1,Deleted
chr1-55093600-55093800,2,39.0,16.0,0.121068968860074,0.0,1.0,0.0,0.0001470604871095,2.2750071656970678e-10,0.0001470604871095,2.275007165697064e-10,1.6522775986491073e-05,3.856010910424341e-12,2.833349411850235e-37,8.434530778004362e-76,2.0,15.5,30.25,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01665,1,Deleted
chr9-132528000-132529000,1,27.0,0.0,0.9259543437519352,0.0,1.0,0.0,0.0629515128222335,0.0,0.000124435796785,0.0,1.4057219697555444e-05,0.0,8.854021220373359e-09,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237806,1,Deleted
chr4-73421200-73423200,1,36.0,0.0,0.143751323343644,0.0,4.0,0.0,0.0001357481419473,0.0,0.0001357481419473,0.0,4.704184017060838e-05,0.0,2.6155324344901666e-37,0.0,1.0,16.0,0.0,1.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104577,3,Deleted
chr19-57711600-57712200,5,53.0,58.4,0.4084791106149375,0.0213944880704559,1.0,0.0,0.0246995817714517,0.0023720015553841,0.0002458549681934,8.613177129329091e-09,2.2504039258395763e-05,3.2246648611284013e-10,0.0001085747749785,4.7153927046553414e-08,5.0,19.8,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146555,1,Deleted
chr13-38073200-38074400,1,43.0,0.0,0.1976103103053409,0.0,2.0,0.0,0.0001621436139926,0.0,0.0001621436139926,0.0,4.513123959730655e-05,0.0,3.1237720483303203e-37,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227417,1,Deleted
chr11-58458400-58459800,3,27.33333333333333,1.5555555555555554,0.6426431573308898,0.1530257707130188,1.0,0.0,0.0630297428895742,0.0028972940478329,0.0001332342874668,2.875356278867126e-10,0.0001206959252353,2.182573207962397e-08,0.0087833953217104,0.0001542960150407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113975,1,Deleted
chr6-31193800-31194000,1,34.0,0.0,0.90682076926356,0.0,1.0,0.0,0.0232463031048064,0.0,0.0001357481419473,0.0,8.32545774351036e-06,0.0,9.77017642407934e-18,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17321,1,Deleted
chr8-24978400-24979400,1,37.0,0.0,0.376101356563937,0.0,1.0,0.0,0.000139518923668,0.0,0.0001432897053888,0.0,3.589667015968114e-05,0.0,2.6881380936101865e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115048,1,Deleted
chr3-136517200-136517600,2,27.0,1.0,0.945149854881108,0.0,1.5,0.25,0.0317150715267987,0.0009991598352138,0.0001847683043171,6.270488500452541e-09,3.766700928813601e-05,4.5372931071083815e-10,4.616591165620925e-09,2.131291399048917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07717,2,Deleted
chr3-56608400-56610200,2,35.0,4.0,0.0275441258229568,0.0,1.5,0.25,0.0001319773602265,5.6875179142426695e-11,0.0001338627510869,3.199228826761509e-11,2.678947409360917e-05,9.34501004979508e-12,2.542926775370155e-37,2.108632694500784e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,9.0,0.0,0.0,0.0,0.19284,2,Deleted
chr3-16240000-16240200,2,33.5,72.25,0.1895054964815189,0.0,1.0,0.0,0.0135112658206644,0.0001782997511594,0.0001282065785057,9.100028662788263e-10,2.598151475653608e-05,1.4491452571348858e-10,4.3383434374589412e-16,1.8821223781343043e-31,0.0,0.0,0.0,2.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058265,0,Deleted
chr3-181366600-181366800,1,44.0,0.0,0.960356584021868,0.0,1.0,0.0,0.0754939462220575,0.0,0.0001923098677586,0.0,6.75298165468419e-05,0.0,1.534598488290309e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004145,1,Deleted
chr20-37670600-37672200,1,35.0,0.0,0.4569932885091551,0.0,2.0,0.0,0.0232523642414314,0.0,0.0001508312688303,0.0,2.211986747486388e-05,0.0,9.77017642407934e-18,0.0,1.0,10.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254656,1,Deleted
chrX-1794000-1794200,1,44.0,0.0,0.11437135981131,0.0,1.0,0.0,0.0001659143957133,0.0,0.0001659143957133,0.0,2.3993325318078583e-05,0.0,3.196377707450348e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.011705,1,Deleted
chr17-47169000-47171000,3,43.66666666666666,1.5555555555555554,0.2072225843573122,0.0204960347825125,1.6666666666666667,0.8888888888888891,0.0001646574684731,2.2118125222054768e-11,0.0001671713229536,6.003491131700585e-11,1.8348455087732924e-05,5.828819403329035e-11,3.172175821077001e-37,8.200238256395024e-77,1.0,27.0,0.0,3.0,33.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887805,2,Deleted
